ID,Code_Region,Country,name,Type,description,Link
2733,OAFR,Mauritius,European Union,International Entities,Provides technical and financial assistance for renewable energy projects in Mauritius.,mauritiustrade.mu
2734,OAFR,Mauritius,United Nations Development Programme,International Entities,Implements projects and initiatives to promote sustainable development and renewable energy in Mauritius.,signenatir.mu
2735,OAFR,Mauritius,Multilateral Investment Guarantee Agency,Governmental Entities (Central/Federal),Provides insurance and risk management for foreign investments in the energy sector in Mauritius.,mauritiustrade.mu
2736,OAFR,Mauritius,Mauritius Commercial Bank,Financial and Funding Entities,Provides financing for renewable energy projects and investments in the energy sector.,mcb.mu
2737,OAFR,Mauritius,Mauritius Renewable Energy Financing Facility,Financial and Funding Entities,Provides loans and grants for renewable energy projects in the country.,ceb.mu
2738,OAFR,Mauritius,Non-Governmental Organization for the Development of Solar Energy,NGOs and Civil Society,Promotes the use of solar energy in community development projects.,ceb.mu
2739,OAFR,Mauritius,Mauritius Solar Industry Association,Industry and Professional Associations,Represents and supports businesses in the solar energy industry in the country.,ceb.mu
2740,OAFR,Mauritius,Global Green Growth Institute,International Entities,"Works with governments to promote sustainable and inclusive economic growth, including in the energy sector.",maurice-info.mu
2741,OAFR,Malawi,1) Malawi Government,Governmental Entities,"In charge of laws, policy, planning, and regulation related to the energy sector.",malawi.gov.mw
2742,OAFR,Malawi,2) Electricity Supply Corporation of Malawi (ESCOM),DSO,Responsible for electricity distribution in Malawi.,escom.mw
2743,OAFR,Malawi,3) Electricity Generation Company Malawi (EGENCO),IPP,Operates and maintains hydro power plants in Malawi.,egenco.mw
2744,OAFR,Malawi,4) Energy Regulation Authority (ERA),Regulatory and Advisory Entities,Monitors and regulates the energy sector in Malawi.,mera.mw
2745,OAFR,Malawi,"5) Ministry of Natural Resources, Energy and Mining",Governmental Entities,Responsible for formulating and implementing energy policies in Malawi.,energy.gov.mw
2746,OAFR,Malawi,6) Malawi Rural Electrification Program (MAREP),Rural Electrification Agency,Implements rural electrification projects in Malawi.,energy.gov.mw
2747,OAFR,Malawi,7) Local/Regional/Municipal Governments,Local/Regional/Municipal Government Entities,Involved in energy planning and policy implementation at the local level in Malawi.,malawi.gov.mw
2748,OAFR,Malawi,8) University of Malawi,"Research, Education, and Development Institutions",Conducts research and provides education in the field of energy in Malawi.,mlw.medcol.mw
2749,OAFR,Malawi,9) National Society for the Conservation of Natural Resources (NASCOM),NGOs and Civil Society,Promotes sustainable and renewable energy solutions in Malawi.,agcom.gov.mw
2750,OAFR,Malawi,10) Malawi Chamber of Mines and Energy,Industry and Professional Associations,Represents the mining and energy industries in Malawi.,energy.gov.mw
2751,OAFR,Malawi,11) Malawi Energy Regulatory Authority (MERA),Regulatory and Advisory Entities,Regulates the energy sector in Malawi and ensures consumer protection.,mera.mw
2752,OAFR,Malawi,12) Malawi Investment and Trade Center (MITC),Commercial Entities,Facilitates domestic and foreign investments in the energy sector in Malawi.,mitc.mw
2753,OAFR,Malawi,13) World Bank,International Entities,Provides financing and technical assistance for energy projects in Malawi.,ndr.mw:8080
2754,OAFR,Malawi,14) Environmental Affairs Department,Governmental Entities,Responsible for environmental protection and sustainable development in Malawi.,cepa.org.mw
2755,OAFR,Malawi,15) United Nations Development Programme (UNDP),International Entities,Supports sustainable energy initiatives and projects in Malawi.,gender.gov.mw
2756,OAFR,Malawi,16) Private Sector Energy Development Group (PSEDG),Commercial Entities,Promotes private sector investment and development in the energy sector in Malawi.,
2757,OAFR,Malawi,17) Malawi Renewable Energy Association (MAREA),NGOs and Civil Society,Advocates for renewable energy development and access in Malawi.,
2758,OAFR,Malawi,18) Rural and Renewable Energy Agency (RREA),Rural Electrification Agency,Implements and monitors rural electrification projects in Malawi.,cepa.org.mw
2759,OAFR,Malawi,19) United States Agency for International Development (USAID),International Entities,Supports energy sector development and access in Malawi through various programs and initiatives.,cepa.org.mw
2760,OAFR,Malawi,20) Malawi Revenue Authority (MRA),Governmental Entities,Collects taxes and tariffs related to the energy sector in Malawi.,mra.mw
2761,OAFR,Malawi,21) Renewable Energy Foundation (REF),NGOs and Civil Society,Promotes renewable energy projects and technology in Malawi.,cepa.org.mw
2762,OAFR,Malawi,22) Malawi Electric Utilities Limited (MEUL),TSO,Responsible for electricity transmission in Malawi.,
2763,OAFR,Malawi,23) National Association of Small and Medium Enterprises (NASME),Industry and Professional Associations,Represents small and medium enterprises in the energy sector in Malawi.,trade.mitc.mw
2764,OAFR,Malawi,24) Malawi Energy Sector Governance and Utility Reform Project (MESGUR),Financial and Funding Entities,Provides funding and support for energy sector reform efforts in Malawi.,
2765,OAFR,Malawi,25) Petroleum Importers Limited (PIL),Miscellaneous Entities and Groups,Imports and distributes petroleum products in Malawi.,energy.gov.mw
2766,OAFR,Namibia,Ministry of Mines and Energy,Governmental Entities,Responsible for the overall development and regulation of the energy sector in Namibia.,mme.gov.na
2767,OAFR,Namibia,Electricity Control Board,Regulatory and Advisory Entities,Regulates and monitors the electricity supply industry in Namibia.,ecb.org.na
2768,OAFR,Namibia,NamPower,TSO,"Responsible for the generation, transmission, and distribution of electricity in Namibia.",nampower.com.na
2769,OAFR,Namibia,Namibia Energy Institute,"Research, Education, and Development Institutions",Conducts research on energy-related issues and promotes sustainable energy development in Namibia.,nei.nust.na
2770,OAFR,Namibia,Namibian Rural Electrification Programme,Rural Electrification Agency,Implements rural electrification projects in Namibia.,mme.gov.na
2771,OAFR,Namibia,Namibia Statistics Agency,Data Collection and Statistics,Collects and analyzes energy-related data in Namibia.,nsa.nsa.org.na
2772,OAFR,Namibia,Namibian Electricity Distributors Association,DSO,Represents electricity distribution companies in Namibia.,neweralive.na
2773,OAFR,Namibia,Namibian Electricity Control Board,Regulatory and Advisory Entities,Monitors and regulates the electricity supply industry in Namibia.,ecb.org.na
2774,OAFR,Namibia,Energy & Electricity Institute of Namibia,"Research, Education, and Development Institutions",Conducts research and training in the energy and electricity sectors in Namibia.,nei.nust.na
2775,OAFR,Namibia,Rural Energy Agency,Rural Electrification Agency,Implements rural electrification projects in Namibia.,mme.gov.na
2776,OAFR,Namibia,Enertronica Namibia (pty) Ltd,Commercial Entities,Provides renewable energy solutions in Namibia.,neweralive.na
2777,OAFR,Namibia,German-Namibian Energy Institute,"Research, Education, and Development Institutions",Promotes renewable energy development and cooperation between Germany and Namibia.,thinknamibia.org.na
2778,OAFR,Namibia,Namibian Association of Energy Services Companies,Industry and Professional Associations,Represents companies providing energy services in Namibia.,reiaon.com.na
2779,OAFR,Namibia,Development Bank of Namibia,Financial and Funding Entities,Provides financing for energy projects in Namibia.,dbn.com.na
2780,OAFR,Namibia,Namibian Chamber of Environment,NGOs and Civil Society,Promotes sustainable energy and environmental protection in Namibia.,civic264.org.na
2781,OAFR,Namibia,Namibia Power Corporation,DSO,Manages and operates electricity distribution infrastructure in Namibia.,nampower.com.na
2782,OAFR,Namibia,"Ministry of Environment, Forestry, and Tourism",Governmental Entities,Responsible for environmental conservation and sustainable development policies in Namibia.,meft.gov.na
2783,OAFR,Namibia,Namibia Institute for Democracy,NGOs and Civil Society,Advocates for inclusive and sustainable development in Namibia.,nid.org.na
2784,OAFR,Namibia,- Petroleum Commissioner's Office,Sector-Specific Entities,Regulates and manages Namibia's oil and gas industry.,mme.gov.na
2785,OAFR,Namibia,Namibian Association of Independent Power Producers,IPP,Represents independent power producers in Namibia.,mme.gov.na
2786,OAFR,Namibia,Southern African Power Pool,International Entities,Facilitates cross-border electricity trade and cooperation in Southern Africa.,nampower.com.na
2787,OAFR,Namibia,Namibia Energy Efficiency Institute,"Research, Education, and Development Institutions",Promotes energy efficiency practices and technologies in Namibia.,nei.nust.na
2788,OAFR,Namibia,Ministry of Finance,Governmental Entities,Responsible for budgetary and financing policies related to the energy sector in Namibia.,mfpe.gov.na
2789,OAFR,Niger,Ministry of Energy,Governmental Entities,"Responsible for policy, regulation, and planning in the energy sector.",energie.gouv.ne
2790,OAFR,Niger,Ministry of Petroleum,Governmental Entities,Responsible for regulating the oil and gas industry.,energie.gouv.ne
2791,OAFR,Niger,Ministry of Rural Electrification,Governmental Entities,Responsible for promoting and implementing rural electrification projects.,pvi.ne
2792,OAFR,Niger,Ministry of Environment and Sustainable Development,Governmental Entities,Responsible for promoting renewable energy and sustainable development.,mcaniger.ne
2793,OAFR,Niger,Ministry of Mines and Energy,Governmental Entities,Responsible for overall energy sector management.,energie.gouv.ne
2794,OAFR,Niger,National Society of Electricity of Niger (NIGELEC),DSO,Responsible for electricity distribution.,haske.ne
2795,OAFR,Niger,National Electric Power Company (NEPCO),TSO,Responsible for electricity transmission.,
2796,OAFR,Niger,- Société Nigérienne d'Electricité (SNE),IPP,Responsible for electricity generation.,arse.ne
2797,OAFR,Niger,Rural Electrification Agency (ANPER),Rural Electrification Agency,Responsible for planning and implementing rural electrification projects.,pvi.ne
2798,OAFR,Niger,Regional/local/Municipal governments,Local/Regional/Municipal Government Entities,Responsible for energy planning and regulation at a local level.,plan.gouv.ne
2799,OAFR,Niger,- Autorité de Régulation du Secteur de l'Electricité (ARSE),Regulatory and Advisory Entities,Responsible for regulating and supervising the electricity sector.,arse.ne
2800,OAFR,Niger,- Centre National de l'Energie Solaire (CNES),"Research, Education, and Development Institutions",Responsible for promoting and developing solar energy.,petrole.gouv.ne
2801,OAFR,Niger,- Association Nigérienne pour la Promotion des Energies Renouvelables (ANPER),NGOs and Civil Society,Promotes the use of renewable energy and advocates for sustainable energy policies.,energie.gouv.ne
2802,OAFR,Niger,Association of Nigerian Energy Professionals (ANEP),Industry and Professional Associations,Represents professionals in the energy sector and promotes best practices.,
2803,OAFR,Niger,- Société des Énergies de l'Afrique de l'Ouest (SEAO),Commercial Entities,Provides energy services and solutions.,anp.ne
